;,CEC Nonresidential ACM Ruleset,,,,,,,,,,
;,,,,,,,,,,,
;,TABLE NAME:,,,,,,,,,,
;,,TailoredMethodLPA,,,,,,,,,
;,,,,,,,,,,,
;,MODIFICATION HISTORY:,,,,,,,,,,
;,,Date,Name,Purpose,,,,,,,
;,,12/6/2012,L. Hovee,Initial ruleset setup,,,,,,,
;,,12/13/2017,L. Hovee,2019 Ruleset Updates,,,,,,,
;,,11/18/2021,J. Peng,2022 Ruleset Updates,,,,,,,
;,,,,,,,,,,,
;,Standards/ACM Reference:,,,,,,,,,,
;,,TABLE 140.6-D - Tailored Method Lighting Power Allowances,,,,,,,,,
;,,,,,,,,,,,
;,Notes:,,,,,,,,,,
;,,,,,,,,,,,
;,,,,,,,,,,,
;,Syntax Examples:,,,,,,,,,,
;,,TailoredMethodLPA.GenIllum(SpaceFunction=u:SpaceFunction),,,,,,,,,
;,,,,,,,,,,,
;,,,,,,,,,,,
; ####################################  Start of Table ####################################,,,,,,,,,,,
,TABLE TailoredMethodLPA,,,,,,,,,,
,,SpaceFunction,TMAllowed,GenIllum,WallDispPwr,FlrDispAndTaskPwr,OrnAndSpclEftPwr,WallLtgPwr,TaskLtgPwr,,
,,; units ->,Boolean,(Lux),(W/ft),(W/ft2),(W/ft2),(W/ft),(W/ft2),Sort order (for future updates),
,,Auditorium Area,1,300,3,0.2,0.35,-999,-999,;,311
,,"Convention, Conference, Multipurpose and Meeting Area",1,300,2,0.3,0.35,2,0.25,;,318
,,Dining Area (Bar/Lounge and Fine Dining),1,200,1.25,0.45,0.35,1.25,0.25,;,321
,,Dining Area (Cafeteria/Fast Food),1,200,1.25,0.45,0.35,1.25,0.25,;,322
,,Dining Area (Family and Leisure),1,200,1.25,0.45,0.35,1.25,0.25,;,323
,,Museum Area (Exhibition/Display),1,400,11.2,0.7,0.35,-999,-999,;,351
,,Hotel Function Area,1,200,1.8,0.12,0.35,-999,-999,;,337
,,"Lobby, Main Entry",1,200,3.4,0.2,0.35,3.5,0.25,;,345
,,Religious Worship Area,1,300,1.3,0.4,0.35,-999,-999,;,361
,,Retail Sales Area (Grocery Sales),1,600,6.6,0.6,0.35,-999,-999,;,358
,,Retail Sales Area (Retail Merchandise Sales),1,500,11.5,0.7,0.35,-999,-999,;,359
,,Theater Area (Motion Picture),1,200,2,0.2,0.35,-999,-999,;,371
,,Theater Area (Performance),1,200,7.3,0.2,0.35,-999,-999,;,372
,,All other,0,-999,-999,-999,-999,-999,-999,;,301
,,Aging Eye/Low-vision (Corridor Area),0,-999,-999,-999,-999,-999,-999,;,302
,,Aging Eye/Low-vision (Dining),0,-999,-999,-999,-999,-999,-999,;,303
,,"Aging Eye/Low-vision (Lobby, Main Entry)",0,-999,-999,-999,-999,-999,-999,;,304
,,Aging Eye/Low-vision (Lounge/Waiting Area),0,-999,-999,-999,-999,-999,-999,;,305
,,Aging Eye/Low-vision (Multipurpose Room),0,-999,-999,-999,-999,-999,-999,;,306
,,Aging Eye/Low-vision (Religious Worship Area),0,-999,-999,-999,-999,-999,-999,;,307
,,Aging Eye/Low-vision (Restroom),0,-999,-999,-999,-999,-999,-999,;,308
,,Aging Eye/Low-vision (Stairwell),0,-999,-999,-999,-999,-999,-999,;,309
,,Audience Seating Area,0,-999,-999,-999,-999,-999,-999,;,310
,,Auto Repair / Maintenance Area,0,-999,-999,-999,-999,-999,-999,;,312
,,"Barber, Beauty Salon, Spa Area",0,-999,-999,-999,-999,-999,-999,;,313
,,Civic Meeting Place Area,0,-999,-999,-999,-999,-999,-999,;,314
,,"Classroom, Lecture, Training, Vocational Areas",0,-999,-999,-999,-999,-999,-999,;,315
,,Computer Room,0,-999,-999,-999,-999,-999,-999,;,316
,,Concourse and Atria Area,0,-999,-999,-999,-999,-999,-999,;,317
,,Copy Room,0,-999,-999,-999,-999,-999,-999,;,319
,,Corridor Area,0,-999,-999,-999,-999,-999,-999,;,320
,,"Electrical, Mechanical, Telephone Rooms",0,-999,-999,-999,-999,-999,-999,;,324
,,Exercise/Fitness Center and Gymnasium Areas,0,-999,-999,-999,-999,-999,-999,;,325
,,Financial Transaction Area,0,-999,-999,-999,-999,-999,-999,;,326
,,Healthcare Facility and Hospitals (Exam/Treatment Room),0,-999,-999,-999,-999,-999,-999,;,327
,,Healthcare Facility and Hospitals (Imaging Room),0,-999,-999,-999,-999,-999,-999,;,328
,,Healthcare Facility and Hospitals (Medical Supply Room),0,-999,-999,-999,-999,-999,-999,;,329
,,Healthcare Facility and Hospitals (Nursery),0,-999,-999,-999,-999,-999,-999,;,330
,,Healthcare Facility and Hospitals (Nurse's Station),0,-999,-999,-999,-999,-999,-999,;,331
,,Healthcare Facility and Hospitals (Operating Room),0,-999,-999,-999,-999,-999,-999,;,332
,,Healthcare Facility and Hospitals (Patient Room),0,-999,-999,-999,-999,-999,-999,;,333
,,Healthcare Facility and Hospitals (Physical Therapy Room),0,-999,-999,-999,-999,-999,-999,;,334
,,Healthcare Facility and Hospitals (Recovery Room),0,-999,-999,-999,-999,-999,-999,;,335
,,High-Rise Residential Living Spaces,0,-999,-999,-999,-999,-999,-999,;,336
,,Hotel/Motel Guest Room,0,-999,-999,-999,-999,-999,-999,;,338
,,Kitchen/Food Preparation Area,0,-999,-999,-999,-999,-999,-999,;,339
,,Kitchenette or Residential Kitchen,0,-999,-999,-999,-999,-999,-999,;,340
,,"Laboratory, Scientific",0,-999,-999,-999,-999,-999,-999,;,341
,,Laundry Area,0,-999,-999,-999,-999,-999,-999,;,342
,,Library (Reading Area),0,-999,-999,-999,-999,-999,-999,;,343
,,Library (Stacks Area),0,-999,-999,-999,-999,-999,-999,;,344
,,Locker Room,0,-999,-999,-999,-999,-999,-999,;,346
,,"Lounge, Breakroom, or Waiting Area",0,-999,-999,-999,-999,-999,-999,;,347
,,"Manufacturing, Commercial & Industrial Work Area (Low Bay)",0,-999,-999,-999,-999,-999,-999,;,348
,,"Manufacturing, Commercial & Industrial Work Area (High Bay)",0,-999,-999,-999,-999,-999,-999,;,349
,,"Manufacturing, Commercial & Industrial Work Area (Precision)",0,-999,-999,-999,-999,-999,-999,;,350
,,Museum Area (Restoration Room),0,-999,-999,-999,-999,-999,-999,;,352
,,Office Area (>250 square feet),0,-999,-999,-999,-999,-999,-999,;,353
,,Office Area (<250 square feet),0,-999,-999,-999,-999,-999,-999,;,354
,,Parking Garage Area (Parking Zone and Ramps),0,-999,-999,-999,-999,-999,-999,;,355
,,Parking Garage Area (Daylight Adaptation Zones),0,-999,-999,-999,-999,-999,-999,;,356
,,Pharmacy Area,0,-999,-999,-999,-999,-999,-999,;,357
,,Retail Sales Area (Fitting Room),0,-999,-999,-999,-999,-999,-999,;,360
,,Restrooms,0,-999,-999,-999,-999,-999,-999,;,362
,,Stairwell,0,-999,-999,-999,-999,-999,-999,;,363
,,"Storage, Commercial/Industrial (Warehouse)",0,-999,-999,-999,-999,-999,-999,;,364
,,"Storage, Commercial/Industrial (Refrigerated)",0,-999,-999,-999,-999,-999,-999,;,365
,,"Storage, Commercial/Industrial (Shipping & Handling)",0,-999,-999,-999,-999,-999,-999,;,366
,,"Sports Arena - Playing Area (> 5,000 Spectators)",0,-999,-999,-999,-999,-999,-999,;,367
,,"Sports Arena - Playing Area (2,000 - 5,000 Spectators)",0,-999,-999,-999,-999,-999,-999,;,368
,,"Sports Arena - Playing Area (< 2,000 Spectators)",0,-999,-999,-999,-999,-999,-999,;,369
,,Sports Arena - Playing Area (Recreational),0,-999,-999,-999,-999,-999,-999,;,370
,,Transportation Function (Baggage Area),0,-999,-999,-999,-999,-999,-999,;,373
,,Transportation Function (Ticketing Area),0,-999,-999,-999,-999,-999,-999,;,374
,,Unleased Tenant Area,0,-999,-999,-999,-999,-999,-999,;,375
,,Unoccupied-Exclude from Gross Floor Area,0,-999,-999,-999,-999,-999,-999,;,376
,,Unoccupied-Include in Gross Floor Area,0,-999,-999,-999,-999,-999,-999,;,377
,,Videoconferencing Studio,0,-999,-999,-999,-999,-999,-999,;,378
,,_Invalid from 2019 - Parking Garage Area (Dedicated Ramp),0,-999,-999,-999,-999,-999,-999,;,379
,,_Invalid from 2019 - Office Area (Open plan office),0,-999,-999,-999,-999,-999,-999,;,380
,ENDTABLE,,,,,,,,,,
