;,CEC CUAC (Calif. Utility Allowance Calculator) Ruleset - 2023,,,,,,,,,,,
;,Mapping of CUAC Gen2 (CPR) Utilities/Territories/Rates to certain data,,,,,,,,,,,
;,,,,,,,,,,,,
;,Last Modified:,,,,,,,,,,,
;,,SAC 09/12/23 - updated table w/ updated data from CPR,,,,,,,,,,
;,,,,,,,,,,,,
;,Source Data:,,,,,,,,,,,
;,,CUAC-CPR Mapping 2023.08.24.xlsx,,,,,,,,,,
;,,provided by CPR/EllieJanzen ~8/25/23,,,,,,,,,,
;,,,,,,,,,,,,
;,Mod History:,,,,,,,,,,,
;,,SAC 09/05/23 - updated table w/ final initial rate set from CPR,,,,,,,,,,
;,,SAC 08/30/23 - created initial table from initial CPR rate file download,,,,,,,,,,
;,,,,,,,,,,,,
;,,,,,,,,,,,,
TABLE CUAC_UtilityRateGen2Data,,,,,,,,,,,,
,Fuel,Utility,Territory,Rate,WhichGen,IsTOURate,Gen2EncodedRateName,RateDescription,,OrigRateFile,Territory (copy),Rate (copy)
,Electric,Alameda -- Alameda Municipal Utility,All,D-2,2,0,CA_ALAMEDA_D2,Multi-Family Residential Service,;,CPR Rate 1,All,D-2
,Electric,Alameda -- Alameda Municipal Utility,All,D-1 EV-X Light Duty Vehicle NEM 1.0,2,0,CA_ALAMEDA_D1_EV_X_VLD_NEM_1,NEM 1.0 (Closed to new customers) Residential Service with Electric Vehicle Discount,;,CPR Rate 2,All,D-1 EV-X Light Duty Vehicle NEM 1.0
,Electric,Alameda -- Alameda Municipal Utility,All,D-1 NEM 1.0,2,0,CA_ALAMEDA_D1_NEM_1,NEM 1.0 (Closed to new customers) Residential Service,;,CPR Rate 3,All,D-1 NEM 1.0
,Electric,Alameda -- Alameda Municipal Utility,All,D-1 CARE,2,0,CA_ALAMEDA_D1_CARE,Residential Service CARE Discount,;,CPR Rate 4,All,D-1 CARE
,Electric,Alameda -- Alameda Municipal Utility,All,EV-TOU ERG,2,1,CA_ALAMEDA_EV_TOU_ERG,Residential Service Optional Electric Vehicle Time-Of-Use Rate with ERG,;,CPR Rate 5,All,EV-TOU ERG
