;,,,,,,2015,,,,Compliance 2015:  any time (with 2015 Federal Air Conditioning Requirements)  and solar credit,,,,,,,,,,,,,,,,,,
;,,,3,SysType - Heating System Type,,,,,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,Dependents:,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,,,1,AFUE - Minimum AFUE (%),,,,,,,,,,,,,,,,,,,,,,,,
;,,,2,HSPF - Minimum HSPF (ratio),,,,,,,,,,,,,,,,,,,,,,,,
;,,,3,HSPF2 - Minimum HSPF2 (ratio),,,,,,,,,,,,,,,,,,,,,,,,
;,,,4,HSPF2perHSPF - Ratio of efficiencies (HSPF2/HSPF) (ratio),,,,,,,,,,,,,,,,,,,,,,,,
;,,,5,COP47 - Coefficient of Performance (ratio),,,,,,,,,,,,,,,,,,,,,,,,
;,,,6,SysAvail - (0/1) flag whether or not the system type is currently implemented in the compliance software,,,,,,,,,,,,,,,,,,,,,,,,
;,,,7,DuctFlag - 1 => requires ducts / 0 => ductless / -1 => may use ducts,,,,,,,,,,,,,,,,,,,,,,,,
;,,,8,IsHP - (0/1) flag indicating whether or not this system type is modeled as a heat pump,,,,,,,,,,,,,,,,,,,,,,,,
;,,,9,UseElec - (0/1) flag whether heating system's primary fuel source is electricity,,,,,,,,,,,,,,,,,,,,,,,,
;,,,10,UseGas - (0/1) flag whether heating system's primary fuel source is natural gas (or other fuel),,,,,,,,,,,,,,,,,,,,,,,,
;,,,11,CanDHW - (0/1) flag indicating that this equipment CAN serve as a DHW heater,,,,,,,,,,,,,,,,,,,,,,,,
;,,,12,ConstHtgSetpt - constant heating thermostat setpoint (typically only defined for Heat Pump systems / -1 => Not Used),,,,,,,,,,,,,,,,,,,,,,,,
;,,,13,PropEqStd - flag indicating that the proposed design system is to be setup/modeled the same as its corresponding standard design system,,,,,,,,,,,,,,,,,,,,,,,,
;,,,14,DuctedStdSys - standard design system if proposed system is ducted,,,,,,,,,,,,,,,,,,,,,,,,
;,,,15,DuctlessStdSys - standard design system if proposed system is NOT ducted,,,,,,,,,,,,,,,,,,,,,,,,
;,,,16,AFUEValid - (0/1) flag indicating whether or not the AFUE data is valid for the corresponding system type,,,,,,,,,,,,,,,,,,,,,,,,
;,,,17,HSPFValid - (0/1) flag indicating whether or not the HSPF data is valid for the corresponding system type,,,,,,,,,,,,,,,,,,,,,,,,
